user_gender,user_age,followers_count,following_count,is_verified,topic,content_length,has_media,device,language,likes,comments,shares,engagement_rate,account_age_days,engagement_tier
other,49,30083,5921,0,pets,195,1,iphone,en,1111,118,110,0.07055425289222034,3126,high
female,32,57568,8454,0,food,101,1,tablet,en,2710,245,210,0.07701709026947966,2677,high
female,16,25972,1754,1,fashion,100,1,android,fr,857,73,13,0.06543270264061617,146,medium
female,55,105791,3897,1,music,128,0,iphone,fr,3857,324,296,0.06897787841405742,0,high
other,17,115474,5985,0,fashion,131,1,android,en,3713,431,274,0.07343784417389114,2743,high
other,48,91233,1248,0,education,90,0,tablet,es,2992,441,197,0.06197843786222355,1175,low
other,22,25368,9875,0,travel,136,0,iphone,de,642,69,23,0.0603751072362095,1574,low
other,41,36257,1666,0,health,209,1,android,es,1247,100,119,0.06010091840897539,1444,low
male,32,6425,2480,0,technology,93,1,tablet,de,259,27,22,0.05816012627744379,3417,low
other,55,19451,362,0,gaming,126,1,tablet,en,638,38,10,0.0673791201142898,3123,medium
other,37,126185,8559,0,memes,148,0,iphone,en,3952,263,233,0.06508107650598392,1244,medium
male,42,113225,1488,0,education,178,0,web,de,2934,278,205,0.06669789732340674,292,medium
male,57,72428,4571,0,memes,96,1,web,es,2023,225,156,0.05175131704551281,3086,low
male,42,29941,3135,0,photography,194,1,web,en,906,128,11,0.07604622517685045,2325,high
male,43,7531,7911,0,books,126,1,iphone,en,192,23,17,0.06331619613520327,1928,medium
male,38,108349,1528,0,gaming,196,0,android,de,4670,659,279,0.08022673151515863,979,high
female,47,89845,7963,0,photography,111,1,web,de,3461,324,51,0.056083232537965655,544,low
other,16,103029,3774,0,technology,100,1,web,de,4133,381,268,0.06059868543098443,3324,low
other,51,92162,5602,0,food,128,0,iphone,en,3263,340,36,0.05076244237149742,2337,low
male,38,2329,3425,0,technology,121,1,tablet,fr,114,11,7,0.07307068985180701,2837,high
other,54,86036,6534,1,education,71,1,tablet,tr,2418,280,102,0.057193087485538224,1261,low
female,26,127644,1044,0,technology,112,1,tablet,en,4468,402,174,0.05901681912780331,1450,low
female,37,100050,9420,0,fashion,107,1,android,tr,4655,232,152,0.05397949922246046,556,low
male,30,10410,9640,0,gaming,173,0,iphone,fr,436,29,8,0.06666603799066659,1516,medium
female,33,45363,1689,0,travel,141,0,android,es,1389,188,123,0.07290243799985825,2559,high
other,16,52826,6434,0,fitness,80,0,iphone,en,1504,214,57,0.07827475927954325,33,high
male,53,49895,8507,0,music,101,0,iphone,de,1200,67,49,0.059911185319255725,2509,low
other,46,11752,690,0,education,128,0,android,en,242,22,18,0.06679727041496676,298,medium
female,28,41490,5962,0,food,99,0,android,de,1336,123,115,0.06289769518400398,0,low
female,40,86597,5934,0,art,107,0,iphone,en,3584,455,38,0.0631936791313181,2045,low
female,55,59296,8564,0,photography,108,1,tablet,en,3378,413,246,0.0643495664641723,1713,medium
male,33,39261,3044,1,technology,123,0,android,es,1319,128,42,0.07166705524539757,1928,high
other,17,27766,5550,0,education,62,1,tablet,fr,1098,139,17,0.07097151364239114,1227,high
other,31,50973,1673,0,politics,115,1,android,tr,1881,123,113,0.07132399080464785,802,high
male,39,106233,1140,0,food,116,0,android,en,4125,373,361,0.06415627012124998,2535,medium
other,57,111074,6730,0,music,115,1,android,en,3765,409,338,0.07399092999536816,33,high
female,57,108368,1050,0,travel,86,1,android,en,2994,214,296,0.06736077939380615,253,medium
female,46,146991,130,0,health,148,0,android,tr,4769,551,145,0.06425856784859216,2677,medium
female,16,13866,7197,1,technology,227,0,web,de,488,44,35,0.06410144176829562,991,medium
female,56,57539,1845,0,photography,148,0,android,tr,2364,203,213,0.06290536918242107,1746,low
male,53,60324,2466,0,politics,158,1,android,es,3132,196,304,0.07958630621563935,2782,high
male,28,61217,8697,0,travel,117,1,iphone,de,2302,260,111,0.06978179762997967,308,high
other,25,144954,6222,1,photography,155,0,iphone,en,4895,416,416,0.06841322542635705,1429,medium
female,27,196400,6978,0,fitness,123,0,web,es,4874,562,430,0.06810078403726609,2268,medium
female,30,50388,9245,0,gaming,144,1,tablet,es,1702,150,51,0.08102613573245494,277,high
other,40,48178,5511,0,travel,102,1,android,es,1324,165,123,0.07695811303796701,2402,high
male,22,9221,1709,0,technology,65,0,android,fr,346,23,25,0.06219447159761097,1980,low
female,55,54373,4154,0,art,85,0,tablet,fr,2445,329,62,0.06702151812341339,1888,medium
female,23,22978,3567,0,fashion,123,0,android,fr,967,48,17,0.061394509684062244,1459,low
other,42,70506,6003,0,books,162,0,android,fr,2793,349,202,0.07080690162795819,1892,high
female,50,35931,3784,0,books,149,1,android,es,824,95,28,0.060905085401558694,482,low
female,16,93106,223,0,fashion,211,1,iphone,de,3616,523,159,0.06912574767026422,3187,high
male,40,169861,8331,0,technology,148,1,tablet,de,4823,691,122,0.07525163204714841,0,high
other,45,717,2165,0,music,100,1,tablet,fr,29,2,1,0.05582131796265718,2547,low
other,25,85571,5892,0,food,151,1,iphone,de,2444,324,200,0.06399433463214195,2402,medium
female,37,45577,1414,0,music,103,0,tablet,tr,1451,78,123,0.06455869086595778,503,medium
female,55,60924,8094,0,pets,132,0,android,es,2092,268,41,0.06339216144058213,1391,medium
other,29,140540,8610,0,pets,193,0,tablet,es,4758,352,60,0.07383660833486023,2508,high
female,38,100267,1506,0,technology,112,0,android,de,3888,487,332,0.0765104604264908,2551,high
male,22,144377,7136,0,art,123,0,iphone,tr,4447,297,431,0.07292372898341301,964,high
female,26,33778,2951,0,finance,164,0,android,fr,1245,169,26,0.06527903532068714,151,medium
other,20,92086,1454,0,pets,134,0,web,fr,4062,461,274,0.0661607508999578,3030,medium
male,25,42882,6554,0,fashion,155,0,tablet,fr,1964,223,59,0.05878252332947242,3309,low
male,30,137110,7752,0,health,80,1,android,tr,4361,328,87,0.06644421463373869,1717,medium
female,54,73325,1821,0,politics,128,1,iphone,tr,1764,154,131,0.06619062141854448,1717,medium
male,29,108122,3760,0,finance,103,1,iphone,fr,3456,433,148,0.07390306476784048,2580,high
female,57,116222,4687,0,travel,110,0,tablet,fr,3911,336,181,0.06299357019947259,235,low
female,55,75335,4154,0,gaming,176,0,android,tr,2334,321,218,0.0687172361654876,1896,medium
female,48,184526,8124,0,pets,130,1,iphone,en,4893,628,135,0.06768626406565169,1965,medium
other,22,90602,8362,0,fashion,162,1,web,fr,2860,356,30,0.0695185453985948,1221,high
other,20,18362,438,0,fashion,86,1,tablet,es,675,71,35,0.058774536454508766,2759,low
female,34,141082,9286,0,health,100,0,web,tr,3940,339,176,0.07072440445300779,3393,high
female,16,118748,3590,0,photography,58,0,iphone,tr,3644,232,206,0.06428522485183215,2993,medium
male,23,177741,2694,0,music,110,1,web,en,4686,492,422,0.06452762168404615,2947,medium
male,30,46347,1532,0,fashion,146,1,iphone,en,1446,179,112,0.05489174846202679,1025,low
male,23,96863,7059,0,photography,58,1,tablet,es,4159,593,313,0.06727207562568015,1688,medium
female,33,21160,9934,0,gaming,84,1,android,tr,979,111,45,0.07561464382232057,703,high
other,42,189904,4155,0,fitness,110,1,tablet,es,4774,682,427,0.08141955124046182,2370,high
male,16,193978,5538,0,photography,132,1,android,tr,4767,561,419,0.07089514973980718,1401,high
female,57,101568,1130,0,finance,141,0,iphone,es,3451,246,202,0.07471413143432447,3399,high
female,17,38941,2747,0,technology,127,0,tablet,es,1417,130,57,0.06530523582714655,0,medium
female,35,25598,7465,0,memes,125,1,tablet,es,647,80,52,0.0734744909546924,496,high
male,47,48419,3083,0,pets,136,1,android,fr,2004,240,92,0.06220457009545682,3399,low
other,56,15079,4672,0,fitness,116,0,iphone,en,634,78,45,0.06788977917322396,0,medium
other,48,41078,2015,0,memes,100,0,iphone,es,1248,165,100,0.06753234311066482,2388,medium
male,33,55354,2831,1,art,106,0,android,tr,2005,201,28,0.052672248475046334,2930,low
male,45,76255,8201,0,politics,110,0,android,fr,2626,251,88,0.07454874787549048,1501,high
male,39,136769,9332,0,food,111,0,web,de,4778,532,333,0.06504162168956329,1880,medium
male,25,34925,4628,0,photography,92,0,tablet,en,1064,128,60,0.061409741404205166,3006,low
female,18,30010,760,0,memes,176,0,android,de,741,92,7,0.0555217523529238,2742,low
female,47,27924,6569,0,gaming,115,1,iphone,es,931,116,70,0.0690163638427633,2554,high
other,16,109166,2517,0,food,139,1,tablet,tr,3168,221,284,0.07560190617019052,2490,high
other,45,33451,2638,0,fashion,91,1,android,de,1907,246,58,0.0795236062773129,3251,high
other,16,125329,7636,0,photography,138,0,web,de,4161,234,133,0.05283614487694281,2132,low
male,40,120243,6772,0,fashion,153,1,iphone,tr,4884,496,259,0.06520147922353875,0,medium
male,43,49957,6418,0,food,179,0,iphone,tr,2141,274,142,0.060805381355755604,1117,low
other,40,17572,6237,0,memes,134,0,android,de,684,80,32,0.0699346913507845,2721,high
male,29,69836,6741,0,travel,125,1,tablet,tr,2471,259,121,0.06730144915504832,1138,medium
other,26,121062,1774,0,pets,102,1,iphone,de,3383,289,197,0.061595651913756336,1030,low
female,38,76850,9518,0,pets,135,1,android,tr,3428,473,87,0.06619511802098062,63,medium
other,19,103113,9763,0,technology,96,1,web,fr,3389,280,215,0.06260826223040422,2312,low
male,46,73432,5019,0,fashion,154,1,web,tr,2686,321,108,0.07540691504265565,748,high
other,42,85248,2020,0,photography,160,0,web,en,3052,351,250,0.07240222668524639,88,high
male,53,118010,7706,0,travel,82,1,web,fr,3331,399,255,0.07399252639917193,891,high
male,23,121617,1975,0,education,126,1,web,fr,3581,452,216,0.051231878627409196,2177,low
other,22,20795,3035,0,books,65,0,tablet,en,529,65,26,0.06482630819104064,2778,medium
male,48,77816,6227,0,finance,123,1,android,de,2776,395,249,0.08679671802838722,0,high
other,19,102059,6576,1,education,113,1,web,en,3942,311,93,0.07054370988520176,360,high
female,44,50397,3314,0,books,137,1,web,es,1741,224,126,0.057338287859633394,3110,low
female,56,127398,5865,0,finance,91,1,android,en,4097,253,351,0.06488213017043515,2352,medium
other,23,24706,7998,0,memes,148,0,web,es,840,108,67,0.06570430580743855,2279,medium
male,51,84819,7164,0,travel,96,1,iphone,fr,3617,475,67,0.07609594498769012,2776,high
male,17,71105,2093,0,music,90,1,tablet,tr,2437,287,53,0.06999589856236442,1074,high
other,17,123049,4059,0,pets,122,1,android,en,3996,321,98,0.06042231099871201,0,low
other,47,41171,336,0,memes,150,0,iphone,fr,868,91,72,0.06516799238100546,457,medium
female,40,131602,2217,0,fitness,161,1,web,tr,3202,338,155,0.05148835358669347,679,low
female,43,13535,1945,0,food,98,1,iphone,en,531,68,35,0.06071967560084814,758,low
female,41,25780,3394,0,fitness,113,0,android,de,932,134,31,0.06944939122947437,2875,high
male,36,1057,8631,0,fashion,118,1,tablet,tr,62,5,0,0.08296293847600632,668,high
male,33,100464,9483,0,pets,87,1,iphone,de,3844,548,173,0.05744770213520998,841,low
other,17,146162,6497,0,photography,161,1,android,de,4425,266,330,0.06093126891379068,2386,low
male,29,165558,6759,0,politics,146,1,iphone,tr,4454,579,371,0.07605888929019443,961,high
female,35,79090,7324,0,art,94,0,web,fr,3033,183,89,0.05375972471460298,1417,low
female,50,67487,1787,0,travel,159,1,iphone,en,2566,153,126,0.06451050559131295,2949,medium
male,25,36359,5530,0,art,125,1,android,fr,2116,140,58,0.06303456104192771,957,low
other,16,91126,8282,0,photography,114,0,iphone,es,3112,417,270,0.07994700093815744,431,high
male,50,108116,7766,0,travel,155,1,android,de,4681,475,439,0.06885886786008788,195,high
other,58,110787,7354,0,food,93,1,tablet,fr,4029,582,360,0.06819696439778207,1015,medium
male,28,61466,1347,0,finance,62,0,web,de,2411,162,183,0.06857002663006402,1257,medium
other,16,93873,9041,0,travel,195,1,android,tr,3236,384,130,0.05982106983186985,1266,low
other,40,82652,1587,0,photography,161,1,android,es,4157,313,312,0.06350142754711866,2985,medium
male,56,66493,3089,0,photography,174,1,web,tr,3103,171,290,0.0627314819384259,193,low
male,33,160750,7731,0,pets,154,1,tablet,fr,3755,473,231,0.06737125295065875,1995,medium
other,55,13943,362,0,fashion,146,0,android,es,598,84,42,0.07137378927500519,2868,high
female,27,28754,6096,0,education,126,1,iphone,tr,1132,139,11,0.06292272295212895,2886,low
female,18,48038,8106,0,finance,87,0,android,tr,1206,126,24,0.06225012943361896,3210,low
female,39,70514,6182,0,politics,85,1,tablet,tr,1502,126,106,0.06784195635539764,2318,medium
other,48,7068,3148,0,pets,94,1,android,fr,297,28,26,0.07404551720037299,2549,high
other,46,84052,660,0,travel,169,1,iphone,fr,3012,440,240,0.06507866923733642,1418,medium
female,21,6411,212,0,finance,111,1,iphone,es,209,17,8,0.06812422566532252,2330,medium
male,40,190922,7448,0,finance,102,0,web,es,4775,262,277,0.0635444369956049,2754,medium
male,39,45806,391,0,fashion,107,1,android,de,1919,169,119,0.06633457090814669,3489,medium
female,31,81345,4673,0,art,73,0,iphone,es,2805,227,178,0.05556439758673587,2037,low
male,47,145975,604,0,fashion,101,1,android,es,4241,348,372,0.07604439321189888,1484,high
male,16,62955,1436,0,food,167,0,tablet,de,1934,234,165,0.06478291451863537,2650,medium
female,40,14932,7850,0,travel,126,1,android,tr,510,26,14,0.06400822776748455,2385,medium
female,17,29030,7732,0,politics,124,0,iphone,en,1014,50,75,0.06233451203588776,3040,low
female,32,39316,9060,0,technology,149,1,tablet,de,1834,198,136,0.06524697208862543,1450,medium
female,17,110395,8716,0,health,148,1,android,de,3863,231,366,0.07335472115518574,3433,high
female,40,138664,5478,0,gaming,81,1,tablet,es,4837,646,282,0.07371391916051974,696,high
male,30,27275,6574,0,pets,119,0,android,tr,876,46,63,0.06638813564712577,1423,medium
other,41,9121,8642,0,gaming,160,1,android,tr,337,33,14,0.06878505458441345,3253,medium
female,47,19444,1574,0,music,208,0,iphone,en,622,89,12,0.06838982804043596,2450,medium
male,28,21454,2001,0,fitness,106,0,iphone,tr,592,46,47,0.06619180246433919,1558,medium
male,31,124678,2503,0,music,172,0,tablet,de,4091,465,286,0.06513863740129244,2790,medium
male,33,2756,9363,0,books,121,0,tablet,es,79,10,1,0.06499730033433336,3223,medium
female,18,121735,663,0,food,79,1,web,en,3998,278,234,0.06073301707883948,0,low
female,16,88574,2154,0,fitness,145,0,iphone,tr,2961,335,120,0.07518405523719016,2783,high
male,17,22718,307,0,gaming,144,1,iphone,fr,873,82,25,0.06196027870750817,3413,low
male,35,80623,8860,0,photography,147,0,tablet,es,2515,241,99,0.06509087338669228,3294,medium
female,27,76532,7160,0,gaming,141,0,tablet,es,2675,216,183,0.0724490826020671,1865,high
female,55,168884,4687,0,education,91,1,android,tr,4080,367,102,0.0660317431334163,450,medium
other,40,5912,9208,0,finance,108,1,android,de,135,6,12,0.057130667597144906,2860,low
other,23,52999,1999,0,finance,121,1,iphone,fr,1564,87,142,0.06274077174048766,2382,low
male,16,65923,2863,0,fashion,171,1,web,en,2594,281,60,0.07014901188113593,1954,high
other,16,37108,166,0,music,129,0,android,tr,1540,155,116,0.06166337085604214,1126,low
male,19,24340,1518,0,technology,93,0,iphone,es,619,90,31,0.06426176090890605,3173,medium
female,47,148542,7571,0,books,175,1,android,tr,4807,625,178,0.06860130889493135,26,medium
other,17,28127,1127,0,food,120,0,android,es,890,70,86,0.07554761554467397,2476,high
male,43,60768,4257,0,books,137,1,android,de,3210,261,62,0.06475287827641024,179,medium
other,16,50604,9755,0,travel,131,1,iphone,en,1440,90,142,0.07825279867562307,1332,high
female,52,18014,8851,0,books,103,0,tablet,tr,547,34,50,0.0649980339496925,409,medium
male,38,68287,9959,0,fitness,174,1,iphone,de,2874,247,227,0.0644204495883218,734,medium
female,48,16093,1574,0,music,93,1,iphone,fr,546,31,20,0.05709799810704663,2668,low
female,24,145877,6777,0,politics,80,0,tablet,de,4608,373,344,0.058656145370929856,1430,low
other,36,114877,4169,0,food,170,0,tablet,en,3847,523,63,0.06121014794646169,524,low
female,39,59585,1784,0,politics,145,1,web,es,2159,190,175,0.06559661199936022,2488,medium
female,38,95148,5152,0,travel,120,1,web,de,3172,456,315,0.07695220377949728,0,high
male,20,62181,152,0,fitness,122,1,android,es,2221,213,152,0.0678838937285769,1538,medium
female,52,132623,9951,0,art,93,1,android,fr,4315,542,198,0.06488044572316348,2427,medium
male,22,98132,7787,0,travel,95,1,web,en,2496,337,204,0.07648647382109564,2498,high
male,19,12504,3157,0,food,202,1,web,fr,755,40,29,0.06877970349034221,1781,medium
male,18,96373,9183,1,pets,165,0,web,de,3227,458,221,0.07385366444865593,1759,high
other,49,19405,7500,0,photography,84,0,tablet,es,604,84,55,0.06334911451645081,2616,medium
male,46,17778,4941,0,fashion,116,1,iphone,de,558,39,8,0.05953570496475232,302,low
male,57,78650,2785,0,travel,143,1,web,en,2905,409,84,0.07988241642188831,2865,high
other,18,13015,6702,0,politics,95,0,android,de,671,67,17,0.06622002786288013,1846,medium
male,27,9385,803,0,photography,75,1,iphone,es,301,29,21,0.06716959015192145,2053,medium
female,46,61165,4457,0,finance,170,1,tablet,es,1567,193,95,0.07477628952334471,3128,high
female,40,96755,2227,0,finance,92,1,iphone,fr,4611,650,410,0.0761694513202109,599,high
other,49,171636,3719,0,gaming,186,0,tablet,de,4946,331,163,0.060981311394220285,3442,low
male,51,6830,8904,0,finance,163,1,iphone,es,244,33,21,0.07160577814716777,2549,high
other,56,743,3551,0,fitness,127,0,web,en,40,5,0,0.11134197822018484,988,high
male,54,40584,5421,0,finance,100,0,android,de,1636,132,125,0.05707521495430161,2167,low
female,50,36339,7087,0,travel,68,0,iphone,en,1375,118,129,0.07195215910891337,523,high
