user_gender,user_age,followers_count,following_count,is_verified,topic,content_length,has_media,device,language,likes,comments,shares,engagement_rate,account_age_days,engagement_tier
other,32,21193,142,0,music,132,1,android,es,1147,165,86,0.066,112,high
female,25,24173,1571,0,fashion,121,0,iphone,fr,1186,131,23,0.0554,2558,low
other,59,24057,3165,0,fashion,137,1,tablet,tr,1140,86,75,0.0541,12,low
other,54,68547,2905,1,memes,79,0,android,de,3449,236,146,0.0559,1803,low
other,19,99366,3910,0,photography,125,0,web,tr,4959,339,115,0.0545,1808,low
male,57,60888,3815,0,technology,145,1,android,fr,3058,272,268,0.0591,824,high
female,48,15407,3360,0,memes,105,1,tablet,en,704,59,51,0.0528,2188,low
female,39,48548,249,0,finance,124,1,web,de,2421,169,116,0.0557,2692,low
male,59,63400,6703,0,politics,122,1,android,tr,3132,177,223,0.0557,1137,low
other,40,27629,1479,0,fashion,169,1,web,de,1378,147,86,0.0583,2878,medium
female,33,36635,3513,0,politics,83,0,iphone,de,1842,264,90,0.0599,1063,high
female,17,49029,5900,0,memes,181,0,tablet,en,2480,371,116,0.0605,732,high
female,27,28797,5617,0,music,105,0,iphone,es,1418,210,87,0.0596,2249,high
female,43,76215,3231,0,art,130,1,web,fr,3844,267,273,0.0575,3529,medium
other,49,97477,9957,0,fitness,139,0,web,tr,4987,309,259,0.057,2180,medium
male,19,46561,2093,0,music,90,1,tablet,tr,2437,287,53,0.0596,1074,high
male,53,31156,5794,0,travel,90,0,web,en,1571,118,44,0.0556,2610,low
male,37,2251,968,0,food,132,1,android,tr,87,6,5,0.0435,2961,low
other,34,57556,1887,0,music,153,0,iphone,tr,2859,228,81,0.055,414,low
female,24,23431,9307,0,politics,149,1,iphone,de,1181,66,58,0.0557,625,low
male,32,68378,7934,0,art,154,0,web,tr,3484,329,61,0.0567,1960,medium
other,51,15930,9802,0,art,129,1,android,en,790,48,64,0.0566,2903,low
female,52,7756,2010,0,finance,122,1,web,es,411,52,29,0.0634,3422,high
male,39,71480,6132,0,memes,127,0,android,en,3566,443,154,0.0582,3237,medium
female,26,748,5697,0,education,123,0,iphone,tr,52,3,1,0.0749,2701,high
other,45,15559,1011,0,health,147,0,web,tr,754,45,63,0.0554,1391,low
male,49,72246,2454,0,art,82,1,tablet,de,3633,454,295,0.0607,1768,high
other,18,53478,6060,0,travel,108,0,android,en,2601,287,240,0.0585,2422,medium
female,59,60743,3431,0,music,114,0,android,en,3040,194,192,0.0564,2282,low
male,46,71920,6338,0,gaming,82,0,tablet,fr,3599,401,352,0.0605,432,high
female,20,32170,717,0,memes,112,1,web,es,1614,224,144,0.0616,2964,high
male,33,10609,581,0,art,79,1,web,tr,561,49,10,0.0584,28,medium
other,20,74095,4746,0,gaming,116,0,web,de,3627,487,191,0.0581,3353,medium
other,26,77848,5676,0,health,128,1,web,de,3941,232,85,0.0547,1116,low
female,60,4536,1763,0,books,137,1,android,tr,236,23,16,0.0606,713,high
male,26,73980,468,0,fitness,79,0,android,es,3622,366,327,0.0583,561,medium
other,20,74095,4746,0,pets,134,1,web,fr,3678,508,191,0.0591,3112,high
other,39,59763,958,0,finance,208,0,android,de,2971,360,216,0.0594,1899,high
male,35,24844,3044,1,health,130,0,web,tr,1297,74,107,0.0595,2030,high
male,58,41431,3471,0,politics,124,0,web,fr,2073,295,171,0.0613,537,high
female,57,89191,1513,0,technology,144,1,web,es,4440,491,336,0.0591,408,high
male,19,94526,6373,0,gaming,69,1,web,tr,4644,271,421,0.0565,1757,low
female,16,83053,1244,0,travel,128,0,android,es,4151,448,214,0.058,405,medium
male,22,70386,3218,0,technology,179,0,android,de,3512,284,334,0.0587,2702,medium
male,59,18012,3037,1,memes,131,0,tablet,tr,900,78,83,0.0589,435,high
male,24,46716,4391,0,food,152,0,iphone,fr,2354,254,107,0.0581,2934,medium
female,35,38097,7305,0,education,83,0,iphone,en,1827,110,137,0.0544,3078,low
other,58,31704,1748,0,photography,131,0,iphone,tr,1533,84,35,0.0521,1617,low
other,25,55284,9487,0,fashion,112,0,tablet,es,2699,152,205,0.0553,1378,low
male,41,94901,4219,0,memes,110,1,tablet,fr,4674,700,182,0.0585,2726,medium
other,41,79066,8243,1,books,104,0,tablet,es,4047,450,373,0.0616,2486,high
other,38,76691,1884,0,politics,156,1,web,de,3865,282,111,0.0555,876,low
other,52,68262,1988,0,politics,126,1,android,es,3356,407,203,0.0581,2501,medium
female,28,43036,1432,0,travel,81,0,web,fr,2101,193,30,0.054,418,low
other,31,47820,5304,0,food,92,1,android,es,2340,342,167,0.0596,19,high
female,26,8804,3491,0,art,217,1,iphone,fr,412,25,30,0.053,1756,low
female,40,68694,8000,0,music,77,0,tablet,fr,3380,494,54,0.0572,2245,medium
male,23,90844,4674,0,fitness,159,1,android,tr,4543,474,433,0.06,1782,high
female,36,51717,3872,0,art,144,1,web,de,2605,247,233,0.0597,0,high
female,58,87385,2066,0,education,115,0,web,de,4456,492,317,0.0603,2569,high
other,39,4018,6442,0,music,145,1,android,fr,172,13,1,0.0463,651,low
other,18,51310,6348,0,gaming,145,1,web,es,2615,149,175,0.0573,1061,medium
other,53,65594,4480,0,fashion,138,0,tablet,tr,3221,371,212,0.058,1943,medium
female,47,58349,4359,0,finance,171,1,iphone,de,2897,311,195,0.0583,3576,medium
male,44,98672,7528,0,photography,129,0,android,es,4957,339,220,0.0559,374,low
male,33,69774,6551,0,food,74,0,web,tr,3482,256,209,0.0566,3447,low
female,17,54216,7365,0,fashion,105,0,web,es,2568,380,187,0.0578,1354,medium
other,22,26938,3704,0,education,141,0,iphone,fr,1370,69,47,0.0552,1972,low
other,58,99396,2988,0,memes,94,0,web,fr,4972,299,341,0.0565,452,low
other,33,51118,8678,1,food,114,1,android,en,2482,266,30,0.0543,1797,low
male,25,68387,4671,0,gaming,83,1,iphone,tr,3425,390,74,0.0569,3070,medium
male,30,21811,4628,0,memes,87,0,android,de,1067,147,21,0.0566,2890,low
male,35,55472,7012,0,food,107,1,android,en,2726,344,131,0.0577,1463,medium
other,47,24854,3005,0,music,131,1,iphone,tr,1195,111,101,0.0566,0,low
other,58,65942,4235,0,photography,111,0,android,fr,3312,265,205,0.0574,1566,medium
female,21,50454,1028,0,pets,98,0,iphone,fr,2568,277,65,0.0577,472,medium
other,25,93260,9373,0,education,101,0,tablet,tr,4551,454,421,0.0582,2475,medium
male,29,40940,8042,0,memes,111,0,tablet,es,2058,295,163,0.0615,2856,high
male,52,59379,457,0,photography,92,1,tablet,es,2958,291,30,0.0552,2917,low
male,25,96117,6009,0,food,94,1,web,fr,4761,285,298,0.0556,2772,low
female,26,19211,8603,0,technology,118,0,web,en,974,90,42,0.0576,1247,medium
male,42,61994,1493,0,food,187,1,android,fr,3116,371,207,0.0596,1079,high
other,44,99671,2722,0,pets,119,1,iphone,fr,4878,616,193,0.0571,3043,medium
male,27,69578,7296,0,music,115,1,android,fr,3433,434,285,0.0597,2582,high
other,53,81885,4243,1,education,140,0,tablet,es,4030,332,301,0.0569,1365,medium
female,60,81004,5865,0,photography,197,0,web,es,3982,466,86,0.056,2431,low
female,55,87162,5193,0,art,191,0,iphone,de,4245,352,372,0.057,1986,medium
male,52,36347,96,0,pets,99,0,iphone,tr,1806,189,95,0.0575,2347,medium
female,23,87294,6949,0,fashion,130,0,tablet,tr,4271,447,233,0.0567,534,medium
other,53,8388,795,0,travel,87,1,tablet,en,440,61,21,0.0622,2544,high
male,55,60575,7610,0,fitness,98,1,tablet,es,2969,328,133,0.0566,785,low
female,54,61826,9851,0,food,60,0,web,fr,3194,243,225,0.0592,3412,high
female,59,37151,1821,0,gaming,72,0,iphone,fr,1866,226,46,0.0575,1570,medium
other,41,83648,1047,0,music,102,0,iphone,es,4236,443,108,0.0572,3490,medium
male,24,62958,4164,0,education,99,0,tablet,en,3119,334,159,0.0574,2646,medium
other,52,96834,6499,0,memes,123,0,iphone,tr,4843,681,233,0.0595,482,high
female,35,38097,7305,0,pets,61,0,web,fr,1844,129,159,0.056,3135,low
other,37,77653,7472,0,pets,123,1,android,de,3843,475,278,0.0592,2607,high
male,21,63070,5162,0,fitness,121,1,tablet,de,3088,428,267,0.06,2182,high
male,41,74527,1671,0,fitness,95,1,android,en,3732,452,156,0.0582,827,medium
male,52,26380,7049,0,gaming,123,1,web,de,1302,156,83,0.0584,1144,medium
other,20,33487,4187,0,books,104,0,tablet,en,1653,122,96,0.0559,3334,low
male,58,12695,1521,0,fitness,177,0,web,tr,616,38,18,0.0529,3210,low
female,30,26308,1254,0,books,94,0,iphone,de,1344,98,46,0.0566,1661,low
male,25,27859,6850,0,fitness,139,1,iphone,tr,1390,103,77,0.0564,847,low
male,43,72520,2138,1,music,90,0,web,tr,3600,245,53,0.0538,48,low
other,50,16828,491,0,politics,123,1,web,tr,803,78,66,0.0563,0,low
female,60,79365,4687,0,politics,126,1,web,tr,4094,492,359,0.0623,499,high
female,35,74928,8472,0,technology,98,1,iphone,tr,3629,197,76,0.0521,1602,low
other,23,63677,1210,0,photography,159,1,web,de,3196,231,287,0.0583,2905,medium
male,41,6052,9869,0,music,135,0,iphone,tr,281,20,9,0.0512,2488,low
other,25,70571,4596,0,health,111,1,tablet,fr,3472,201,309,0.0564,461,low
female,33,32739,9245,0,health,163,0,iphone,en,1592,92,71,0.0536,39,low
female,56,14357,8000,0,health,95,0,iphone,de,731,105,61,0.0625,1619,high
male,25,67117,8838,0,finance,141,1,iphone,tr,3332,296,281,0.0582,703,medium
female,36,19964,2629,0,politics,45,0,web,en,988,73,32,0.0547,0,low
other,20,62785,6423,0,technology,169,0,web,es,3130,315,196,0.058,2218,medium
other,34,17660,7601,0,gaming,116,1,web,de,880,118,60,0.0599,2168,high
male,34,50593,6829,0,gaming,193,1,web,fr,2567,243,109,0.0577,1083,medium
other,29,34788,9423,0,fashion,148,0,tablet,es,1705,129,81,0.055,1948,low
female,43,34395,926,0,travel,108,0,web,de,1706,108,153,0.0572,990,medium
male,59,12142,2429,0,politics,70,0,android,en,646,47,11,0.058,3070,medium
male,42,32870,9131,0,art,162,0,web,es,1587,202,116,0.058,963,medium
female,23,37928,7729,0,art,195,0,iphone,es,1912,188,191,0.0604,2048,high
other,45,86300,6820,0,gaming,83,1,android,fr,4233,281,163,0.0542,1678,low
other,17,25376,8831,1,books,124,1,tablet,tr,1281,100,28,0.0555,2781,low
male,47,43869,6416,0,food,171,1,iphone,de,2262,191,190,0.0602,1386,high
female,37,60522,8413,0,art,119,1,iphone,en,2962,210,284,0.0571,183,medium
other,18,20384,5381,0,politics,93,1,tablet,tr,995,85,93,0.0575,646,medium
male,33,10609,581,0,music,100,1,iphone,en,549,58,22,0.0593,217,high
male,37,13241,8850,0,gaming,137,1,web,tr,650,85,48,0.0591,1378,high
other,21,87401,712,0,fashion,96,1,android,es,4276,358,354,0.0571,1468,medium
female,32,77185,9657,0,memes,122,1,android,tr,3778,237,42,0.0526,1014,low
other,21,16236,8646,0,education,110,1,tablet,tr,839,114,54,0.062,1689,high
other,58,91204,351,0,fitness,134,0,android,es,4504,357,137,0.0548,63,low
female,18,13842,8175,0,gaming,159,1,web,de,709,43,15,0.0554,0,low
male,25,23977,608,0,health,139,1,tablet,tr,1219,78,105,0.0585,926,medium
